In,Out,Date,Time,Branch,Group,Security Gate
28,42,5/21/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
55,38,5/21/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,55,5/21/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
17,53,5/21/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
38,21,5/21/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,34,5/21/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
20,41,5/21/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
46,33,5/21/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,47,5/21/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
12,40,5/21/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
14,12,5/21/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,10,5/21/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
6,27,5/21/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
51,74,5/21/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,45,5/21/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
11,51,5/21/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
50,50,5/21/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,38,5/21/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,37,5/21/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
38,53,5/21/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
1,25,5/21/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,18,5/21/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
16,39,5/22/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,19,5/22/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
6,27,5/22/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
6,38,5/22/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,16,5/22/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
3,15,5/22/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,12,5/22/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,9,5/22/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,10,5/22/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,6,5/22/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,6,5/22/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,2,5/22/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
3,5,5/22/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,2,5/22/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,2,5/22/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,3,5/22/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,3,5/22/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,1,5/22/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,5/22/2023,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
13,5,5/22/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,2,5/22/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,1,5/22/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
9,3,5/22/2023,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,2,5/22/2023,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
9,7,5/22/2023,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
48,14,5/22/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
2,6,5/22/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
9,3,5/22/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
20,12,5/22/2023,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
4,11,5/22/2023,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
29,10,5/22/2023,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
83,21,5/22/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
4,12,5/22/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
15,4,5/22/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
43,15,5/22/2023,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
8,22,5/22/2023,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
43,23,5/22/2023,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
151,28,5/22/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
6,39,5/22/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
31,15,5/22/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
67,25,5/22/2023,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
22,31,5/22/2023,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
69,42,5/22/2023,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
234,36,5/22/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,53,5/22/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
55,23,5/22/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
88,42,5/22/2023,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
35,58,5/22/2023,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
69,58,5/22/2023,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
272,53,5/22/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
11,128,5/22/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
49,69,5/22/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
120,60,5/22/2023,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
33,92,5/22/2023,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
98,94,5/22/2023,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
320,80,5/22/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
14,180,5/22/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
51,90,5/22/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
132,78,5/22/2023,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
58,70,5/22/2023,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
98,109,5/22/2023,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
372,94,5/22/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
23,206,5/22/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
64,85,5/22/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
149,57,5/22/2023,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
61,68,5/22/2023,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
119,90,5/22/2023,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
389,84,5/22/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
15,216,5/22/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
79,88,5/22/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
101,63,5/22/2023,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
50,72,5/22/2023,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
89,89,5/22/2023,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
339,101,5/22/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
18,143,5/22/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
68,147,5/22/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
116,79,5/22/2023,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
37,120,5/22/2023,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
77,141,5/22/2023,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
320,120,5/22/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
10,253,5/22/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
61,160,5/22/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
79,55,5/22/2023,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
18,104,5/22/2023,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
68,110,5/22/2023,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
212,107,5/22/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
11,224,5/22/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
50,109,5/22/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
77,58,5/22/2023,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
44,78,5/22/2023,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
60,114,5/22/2023,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
194,92,5/22/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
15,190,5/22/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
40,132,5/22/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
69,39,5/22/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
22,60,5/22/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
38,110,5/22/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
155,59,5/22/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
10,146,5/22/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
56,99,5/22/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
63,42,5/22/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
18,47,5/22/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
63,63,5/22/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
120,51,5/22/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
6,103,5/22/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
48,80,5/22/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
35,26,5/22/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
7,27,5/22/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
26,33,5/22/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
117,112,5/22/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,122,5/22/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
53,102,5/22/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
2,1,5/22/2023,10:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
2,3,5/22/2023,10:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
1,1,5/22/2023,10:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
110,96,5/22/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
7,89,5/22/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
25,55,5/22/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
56,102,5/22/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,54,5/22/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
15,47,5/22/2023,11:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
35,79,5/23/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,48,5/23/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
8,51,5/23/2023,12:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
15,60,5/23/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
3,38,5/23/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
5,40,5/23/2023,1:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
10,35,5/23/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,23,5/23/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,23,5/23/2023,2:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
8,17,5/23/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,18,5/23/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,12,5/23/2023,3:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
4,10,5/23/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,9,5/23/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
0,9,5/23/2023,4:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
11,8,5/23/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
0,10,5/23/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,3,5/23/2023,5:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
1,0,5/23/2023,6:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
23,7,5/23/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,17,5/23/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,5,5/23/2023,6:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
13,5,5/23/2023,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
1,5,5/23/2023,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
4,6,5/23/2023,7:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
79,13,5/23/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,17,5/23/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
1,4,5/23/2023,7:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
22,5,5/23/2023,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
5,3,5/23/2023,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
16,12,5/23/2023,8:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
104,6,5/23/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,10,5/23/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
2,2,5/23/2023,8:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
64,20,5/23/2023,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
19,36,5/23/2023,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
51,37,5/23/2023,9:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
243,20,5/23/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
16,56,5/23/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
13,16,5/23/2023,9:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
108,36,5/23/2023,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
33,49,5/23/2023,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
71,57,5/23/2023,10:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
212,56,5/23/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
18,102,5/23/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
63,64,5/23/2023,10:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
90,45,5/23/2023,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
22,37,5/23/2023,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
80,48,5/23/2023,11:00 AM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
249,33,5/23/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
13,114,5/23/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
59,52,5/23/2023,11:00 AM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
162,91,5/23/2023,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
46,92,5/23/2023,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
109,104,5/23/2023,12:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
335,73,5/23/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
17,169,5/23/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
86,91,5/23/2023,12:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
134,87,5/23/2023,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
61,95,5/23/2023,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
95,128,5/23/2023,1:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
357,62,5/23/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
19,231,5/23/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
91,90,5/23/2023,1:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
120,61,5/23/2023,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
37,70,5/23/2023,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
121,72,5/23/2023,2:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
303,53,5/23/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
25,157,5/23/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
88,77,5/23/2023,2:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
150,92,5/23/2023,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
64,102,5/23/2023,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
92,113,5/23/2023,3:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
375,73,5/23/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
27,293,5/23/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
87,125,5/23/2023,3:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
128,72,5/23/2023,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
45,95,5/23/2023,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
80,135,5/23/2023,4:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
284,83,5/23/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
17,274,5/23/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
66,117,5/23/2023,4:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
93,51,5/23/2023,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
30,64,5/23/2023,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
72,114,5/23/2023,5:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
256,87,5/23/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
17,217,5/23/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
63,114,5/23/2023,5:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
95,63,5/23/2023,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
32,77,5/23/2023,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
74,122,5/23/2023,6:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
218,76,5/23/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
10,223,5/23/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
53,127,5/23/2023,6:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
78,56,5/23/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
26,61,5/23/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
56,86,5/23/2023,7:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
168,63,5/23/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
11,171,5/23/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
41,109,5/23/2023,7:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
81,52,5/23/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
24,55,5/23/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
68,79,5/23/2023,8:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
125,49,5/23/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,124,5/23/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
37,92,5/23/2023,8:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
27,14,5/23/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 1
3,29,5/23/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 1st Counter on Bus 2
16,40,5/23/2023,9:00 PM,Geisel,Geisel - East Entrance,FEIG Gate 2nd Counter on Bus 1
110,103,5/23/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
8,139,5/23/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
41,91,5/23/2023,9:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 2nd Counter on Bus 1
113,95,5/23/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 1
5,97,5/23/2023,10:00 PM,Geisel,Geisel - West Entrance,FEIG Gate 1st Counter on Bus 2
